checkpoint,configuration,seed,sample_id,word_position,operation,target_word,predicted_word,target_sentence,predicted_sentence,filename
2500,focused,5107,1,3,substitution,आपका,दर्व,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ती अपका दर्व जड़ गरदाप उर्वक बेदिया गया है,step_2500/focused/seed_5107/step2500_focused_seed5107_01_namaste_order_sent.wav
2500,focused,5107,1,4,substitution,ऑर्डर,जड़,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ती अपका दर्व जड़ गरदाप उर्वक बेदिया गया है,step_2500/focused/seed_5107/step2500_focused_seed5107_01_namaste_order_sent.wav
2500,focused,5107,1,5,substitution,सफलतापूर्वक,गरदाप,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ती अपका दर्व जड़ गरदाप उर्वक बेदिया गया है,step_2500/focused/seed_5107/step2500_focused_seed5107_01_namaste_order_sent.wav
2500,focused,5107,1,6,substitution,भेज,उर्वक,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ती अपका दर्व जड़ गरदाप उर्वक बेदिया गया है,step_2500/focused/seed_5107/step2500_focused_seed5107_01_namaste_order_sent.wav
2500,focused,5107,1,7,substitution,दिया,बेदिया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ती अपका दर्व जड़ गरदाप उर्वक बेदिया गया है,step_2500/focused/seed_5107/step2500_focused_seed5107_01_namaste_order_sent.wav
2500,focused,5107,1,8,correct,गया,गया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ती अपका दर्व जड़ गरदाप उर्वक बेदिया गया है,step_2500/focused/seed_5107/step2500_focused_seed5107_01_namaste_order_sent.wav
2500,focused,5107,1,9,correct,है,है,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ती अपका दर्व जड़ गरदाप उर्वक बेदिया गया है,step_2500/focused/seed_5107/step2500_focused_seed5107_01_namaste_order_sent.wav
2500,focused,5107,2,1,deletion,आपका,,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,2,substitution,रिफंड,अगार,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,3,substitution,अगले,रिल्म,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,4,substitution,पाँच,दरने,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,5,substitution,कार्य,पांच,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,6,substitution,दिवसों,कारेदों,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,7,correct,में,में,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,8,correct,आपके,आपके,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,9,correct,खाते,खाते,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,10,correct,में,में,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,11,substitution,जमा,दमार,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,12,correct,कर,कर,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,13,correct,दिया,दिया,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,14,insertion,,जाएगे,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,2,15,substitution,जाएगा,बे,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अगार रिल्म दरने पांच कारेदों में आपके खाते में दमार कर दिया जाएगे बे,step_2500/focused/seed_5107/step2500_focused_seed5107_02_refund_status.wav
2500,focused,5107,3,1,correct,क्या,क्या,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर्याटा कर सक हूँ,step_2500/focused/seed_5107/step2500_focused_seed5107_03_further_assistance.wav
2500,focused,5107,3,2,correct,मैं,मैं,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर्याटा कर सक हूँ,step_2500/focused/seed_5107/step2500_focused_seed5107_03_further_assistance.wav
2500,focused,5107,3,3,correct,आपकी,आपकी,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर्याटा कर सक हूँ,step_2500/focused/seed_5107/step2500_focused_seed5107_03_further_assistance.wav
2500,focused,5107,3,4,correct,किसी,किसी,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर्याटा कर सक हूँ,step_2500/focused/seed_5107/step2500_focused_seed5107_03_further_assistance.wav
2500,focused,5107,3,5,correct,और,और,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर्याटा कर सक हूँ,step_2500/focused/seed_5107/step2500_focused_seed5107_03_further_assistance.wav
2500,focused,5107,3,6,substitution,सहायता,सर्याटा,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर्याटा कर सक हूँ,step_2500/focused/seed_5107/step2500_focused_seed5107_03_further_assistance.wav
2500,focused,5107,3,7,correct,कर,कर,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर्याटा कर सक हूँ,step_2500/focused/seed_5107/step2500_focused_seed5107_03_further_assistance.wav
2500,focused,5107,3,8,substitution,सकता,सक,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर्याटा कर सक हूँ,step_2500/focused/seed_5107/step2500_focused_seed5107_03_further_assistance.wav
2500,focused,5107,3,9,correct,हूँ,हूँ,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर्याटा कर सक हूँ,step_2500/focused/seed_5107/step2500_focused_seed5107_03_further_assistance.wav
2500,focused,5107,4,1,deletion,धन्यवाद,,धन्यवाद आपका दिन शुभ हो,धन्नाई आताइठ धिन्शौर है,step_2500/focused/seed_5107/step2500_focused_seed5107_04_thank_you.wav
2500,focused,5107,4,2,substitution,आपका,धन्नाई,धन्यवाद आपका दिन शुभ हो,धन्नाई आताइठ धिन्शौर है,step_2500/focused/seed_5107/step2500_focused_seed5107_04_thank_you.wav
2500,focused,5107,4,3,substitution,दिन,आताइठ,धन्यवाद आपका दिन शुभ हो,धन्नाई आताइठ धिन्शौर है,step_2500/focused/seed_5107/step2500_focused_seed5107_04_thank_you.wav
2500,focused,5107,4,4,substitution,शुभ,धिन्शौर,धन्यवाद आपका दिन शुभ हो,धन्नाई आताइठ धिन्शौर है,step_2500/focused/seed_5107/step2500_focused_seed5107_04_thank_you.wav
2500,focused,5107,4,5,substitution,हो,है,धन्यवाद आपका दिन शुभ हो,धन्नाई आताइठ धिन्शौर है,step_2500/focused/seed_5107/step2500_focused_seed5107_04_thank_you.wav
2500,focused,5107,5,1,insertion,,करियप,कृपया अपना ऑर्डर नंबर बताइए,करियप या अपना आजर नंबर बलाई थे,step_2500/focused/seed_5107/step2500_focused_seed5107_05_order_number.wav
2500,focused,5107,5,2,substitution,कृपया,या,कृपया अपना ऑर्डर नंबर बताइए,करियप या अपना आजर नंबर बलाई थे,step_2500/focused/seed_5107/step2500_focused_seed5107_05_order_number.wav
2500,focused,5107,5,3,correct,अपना,अपना,कृपया अपना ऑर्डर नंबर बताइए,करियप या अपना आजर नंबर बलाई थे,step_2500/focused/seed_5107/step2500_focused_seed5107_05_order_number.wav
2500,focused,5107,5,4,substitution,ऑर्डर,आजर,कृपया अपना ऑर्डर नंबर बताइए,करियप या अपना आजर नंबर बलाई थे,step_2500/focused/seed_5107/step2500_focused_seed5107_05_order_number.wav
2500,focused,5107,5,5,correct,नंबर,नंबर,कृपया अपना ऑर्डर नंबर बताइए,करियप या अपना आजर नंबर बलाई थे,step_2500/focused/seed_5107/step2500_focused_seed5107_05_order_number.wav
2500,focused,5107,5,6,insertion,,बलाई,कृपया अपना ऑर्डर नंबर बताइए,करियप या अपना आजर नंबर बलाई थे,step_2500/focused/seed_5107/step2500_focused_seed5107_05_order_number.wav
2500,focused,5107,5,7,substitution,बताइए,थे,कृपया अपना ऑर्डर नंबर बताइए,करियप या अपना आजर नंबर बलाई थे,step_2500/focused/seed_5107/step2500_focused_seed5107_05_order_number.wav
2500,moderate,3407,1,1,substitution,नमस्ते,नमसिदी,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसिदी आपका अड़र्ट अध्यापूर्वक बेजीर दिया गया है,step_2500/moderate/seed_3407/step2500_moderate_seed3407_01_namaste_order_sent.wav
2500,moderate,3407,1,2,correct,आपका,आपका,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसिदी आपका अड़र्ट अध्यापूर्वक बेजीर दिया गया है,step_2500/moderate/seed_3407/step2500_moderate_seed3407_01_namaste_order_sent.wav
2500,moderate,3407,1,3,substitution,ऑर्डर,अड़र्ट,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसिदी आपका अड़र्ट अध्यापूर्वक बेजीर दिया गया है,step_2500/moderate/seed_3407/step2500_moderate_seed3407_01_namaste_order_sent.wav
2500,moderate,3407,1,4,substitution,सफलतापूर्वक,अध्यापूर्वक,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसिदी आपका अड़र्ट अध्यापूर्वक बेजीर दिया गया है,step_2500/moderate/seed_3407/step2500_moderate_seed3407_01_namaste_order_sent.wav
2500,moderate,3407,1,5,substitution,भेज,बेजीर,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसिदी आपका अड़र्ट अध्यापूर्वक बेजीर दिया गया है,step_2500/moderate/seed_3407/step2500_moderate_seed3407_01_namaste_order_sent.wav
2500,moderate,3407,1,6,correct,दिया,दिया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसिदी आपका अड़र्ट अध्यापूर्वक बेजीर दिया गया है,step_2500/moderate/seed_3407/step2500_moderate_seed3407_01_namaste_order_sent.wav
2500,moderate,3407,1,7,correct,गया,गया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसिदी आपका अड़र्ट अध्यापूर्वक बेजीर दिया गया है,step_2500/moderate/seed_3407/step2500_moderate_seed3407_01_namaste_order_sent.wav
2500,moderate,3407,1,8,correct,है,है,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसिदी आपका अड़र्ट अध्यापूर्वक बेजीर दिया गया है,step_2500/moderate/seed_3407/step2500_moderate_seed3407_01_namaste_order_sent.wav
2500,moderate,3407,2,1,deletion,आपका,,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,2,substitution,रिफंड,आकारेशन,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,3,substitution,अगले,धरी,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,4,substitution,पाँच,पांच,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,5,substitution,कार्य,कार्यों,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,6,substitution,दिवसों,देडों,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,7,correct,में,में,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,8,substitution,आपके,आके,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,9,correct,खाते,खाते,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,10,correct,में,में,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,11,substitution,जमा,दवा,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,12,correct,कर,कर,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,13,correct,दिया,दिया,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,14,insertion,,जैयान,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,2,15,substitution,जाएगा,तै,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आकारेशन धरी पांच कार्यों देडों में आके खाते में दवा कर दिया जैयान तै,step_2500/moderate/seed_3407/step2500_moderate_seed3407_02_refund_status.wav
2500,moderate,3407,3,1,correct,क्या,क्या,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर हता कर सक हूँ,step_2500/moderate/seed_3407/step2500_moderate_seed3407_03_further_assistance.wav
2500,moderate,3407,3,2,correct,मैं,मैं,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर हता कर सक हूँ,step_2500/moderate/seed_3407/step2500_moderate_seed3407_03_further_assistance.wav
2500,moderate,3407,3,3,correct,आपकी,आपकी,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर हता कर सक हूँ,step_2500/moderate/seed_3407/step2500_moderate_seed3407_03_further_assistance.wav
2500,moderate,3407,3,4,correct,किसी,किसी,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर हता कर सक हूँ,step_2500/moderate/seed_3407/step2500_moderate_seed3407_03_further_assistance.wav
2500,moderate,3407,3,5,correct,और,और,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर हता कर सक हूँ,step_2500/moderate/seed_3407/step2500_moderate_seed3407_03_further_assistance.wav
2500,moderate,3407,3,6,insertion,,सर,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर हता कर सक हूँ,step_2500/moderate/seed_3407/step2500_moderate_seed3407_03_further_assistance.wav
2500,moderate,3407,3,7,substitution,सहायता,हता,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर हता कर सक हूँ,step_2500/moderate/seed_3407/step2500_moderate_seed3407_03_further_assistance.wav
2500,moderate,3407,3,8,correct,कर,कर,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर हता कर सक हूँ,step_2500/moderate/seed_3407/step2500_moderate_seed3407_03_further_assistance.wav
2500,moderate,3407,3,9,substitution,सकता,सक,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर हता कर सक हूँ,step_2500/moderate/seed_3407/step2500_moderate_seed3407_03_further_assistance.wav
2500,moderate,3407,3,10,correct,हूँ,हूँ,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर हता कर सक हूँ,step_2500/moderate/seed_3407/step2500_moderate_seed3407_03_further_assistance.wav
2500,moderate,3407,4,1,insertion,,तन,धन्यवाद आपका दिन शुभ हो,तन तन पाद आया पदिन्शेह थे,step_2500/moderate/seed_3407/step2500_moderate_seed3407_04_thank_you.wav
2500,moderate,3407,4,2,substitution,धन्यवाद,तन,धन्यवाद आपका दिन शुभ हो,तन तन पाद आया पदिन्शेह थे,step_2500/moderate/seed_3407/step2500_moderate_seed3407_04_thank_you.wav
2500,moderate,3407,4,3,substitution,आपका,पाद,धन्यवाद आपका दिन शुभ हो,तन तन पाद आया पदिन्शेह थे,step_2500/moderate/seed_3407/step2500_moderate_seed3407_04_thank_you.wav
2500,moderate,3407,4,4,substitution,दिन,आया,धन्यवाद आपका दिन शुभ हो,तन तन पाद आया पदिन्शेह थे,step_2500/moderate/seed_3407/step2500_moderate_seed3407_04_thank_you.wav
2500,moderate,3407,4,5,substitution,शुभ,पदिन्शेह,धन्यवाद आपका दिन शुभ हो,तन तन पाद आया पदिन्शेह थे,step_2500/moderate/seed_3407/step2500_moderate_seed3407_04_thank_you.wav
2500,moderate,3407,4,6,substitution,हो,थे,धन्यवाद आपका दिन शुभ हो,तन तन पाद आया पदिन्शेह थे,step_2500/moderate/seed_3407/step2500_moderate_seed3407_04_thank_you.wav
2500,moderate,3407,5,1,insertion,,कर,कृपया अपना ऑर्डर नंबर बताइए,कर पिया अपना आपना दन्मार बदलेब,step_2500/moderate/seed_3407/step2500_moderate_seed3407_05_order_number.wav
2500,moderate,3407,5,2,substitution,कृपया,पिया,कृपया अपना ऑर्डर नंबर बताइए,कर पिया अपना आपना दन्मार बदलेब,step_2500/moderate/seed_3407/step2500_moderate_seed3407_05_order_number.wav
2500,moderate,3407,5,3,correct,अपना,अपना,कृपया अपना ऑर्डर नंबर बताइए,कर पिया अपना आपना दन्मार बदलेब,step_2500/moderate/seed_3407/step2500_moderate_seed3407_05_order_number.wav
2500,moderate,3407,5,4,substitution,ऑर्डर,आपना,कृपया अपना ऑर्डर नंबर बताइए,कर पिया अपना आपना दन्मार बदलेब,step_2500/moderate/seed_3407/step2500_moderate_seed3407_05_order_number.wav
2500,moderate,3407,5,5,substitution,नंबर,दन्मार,कृपया अपना ऑर्डर नंबर बताइए,कर पिया अपना आपना दन्मार बदलेब,step_2500/moderate/seed_3407/step2500_moderate_seed3407_05_order_number.wav
2500,moderate,3407,5,6,substitution,बताइए,बदलेब,कृपया अपना ऑर्डर नंबर बताइए,कर पिया अपना आपना दन्मार बदलेब,step_2500/moderate/seed_3407/step2500_moderate_seed3407_05_order_number.wav
2500,moderate,4107,1,1,substitution,नमस्ते,नमसे,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसे आपका आर्बर फ्रुक भुर्वगों की धिया गया है,step_2500/moderate/seed_4107/step2500_moderate_seed4107_01_namaste_order_sent.wav
2500,moderate,4107,1,2,correct,आपका,आपका,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसे आपका आर्बर फ्रुक भुर्वगों की धिया गया है,step_2500/moderate/seed_4107/step2500_moderate_seed4107_01_namaste_order_sent.wav
2500,moderate,4107,1,3,insertion,,आर्बर,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसे आपका आर्बर फ्रुक भुर्वगों की धिया गया है,step_2500/moderate/seed_4107/step2500_moderate_seed4107_01_namaste_order_sent.wav
2500,moderate,4107,1,4,substitution,ऑर्डर,फ्रुक,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसे आपका आर्बर फ्रुक भुर्वगों की धिया गया है,step_2500/moderate/seed_4107/step2500_moderate_seed4107_01_namaste_order_sent.wav
2500,moderate,4107,1,5,substitution,सफलतापूर्वक,भुर्वगों,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसे आपका आर्बर फ्रुक भुर्वगों की धिया गया है,step_2500/moderate/seed_4107/step2500_moderate_seed4107_01_namaste_order_sent.wav
2500,moderate,4107,1,6,substitution,भेज,की,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसे आपका आर्बर फ्रुक भुर्वगों की धिया गया है,step_2500/moderate/seed_4107/step2500_moderate_seed4107_01_namaste_order_sent.wav
2500,moderate,4107,1,7,substitution,दिया,धिया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसे आपका आर्बर फ्रुक भुर्वगों की धिया गया है,step_2500/moderate/seed_4107/step2500_moderate_seed4107_01_namaste_order_sent.wav
2500,moderate,4107,1,8,correct,गया,गया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसे आपका आर्बर फ्रुक भुर्वगों की धिया गया है,step_2500/moderate/seed_4107/step2500_moderate_seed4107_01_namaste_order_sent.wav
2500,moderate,4107,1,9,correct,है,है,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसे आपका आर्बर फ्रुक भुर्वगों की धिया गया है,step_2500/moderate/seed_4107/step2500_moderate_seed4107_01_namaste_order_sent.wav
2500,moderate,4107,2,1,substitution,आपका,आतकारेल,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आतकारेल मनललम बिये पांच कार्य दोनों में आपके खाते में तबा कर दिया जाए गए,step_2500/moderate/seed_4107/step2500_moderate_seed4107_02_refund_status.wav
2500,moderate,4107,2,2,substitution,रिफंड,मनललम,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आतकारेल मनललम बिये पांच कार्य दोनों में आपके खाते में तबा कर दिया जाए गए,step_2500/moderate/seed_4107/step2500_moderate_seed4107_02_refund_status.wav
2500,moderate,4107,2,3,substitution,अगले,बिये,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आतकारेल मनललम बिये पांच कार्य दोनों में आपके खाते में तबा कर दिया जाए गए,step_2500/moderate/seed_4107/step2500_moderate_seed4107_02_refund_status.wav
2500,moderate,4107,2,4,substitution,पाँच,पांच,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आतकारेल मनललम बिये पांच कार्य दोनों में आपके खाते में तबा कर दिया जाए गए,step_2500/moderate/seed_4107/step2500_moderate_seed4107_02_refund_status.wav
2500,moderate,4107,2,5,correct,कार्य,कार्य,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आतकारेल मनललम बिये पांच कार्य दोनों में आपके खाते में तबा कर दिया जाए गए,step_2500/moderate/seed_4107/step2500_moderate_seed4107_02_refund_status.wav
2500,moderate,4107,2,6,substitution,दिवसों,दोनों,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आतकारेल मनललम बिये पांच कार्य दोनों में आपके खाते में तबा कर दिया जाए गए,step_2500/moderate/seed_4107/step2500_moderate_seed4107_02_refund_status.wav
2500,moderate,4107,2,7,correct,में,में,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आतकारेल मनललम बिये पांच कार्य दोनों में आपके खाते में तबा कर दिया जाए गए,step_2500/moderate/seed_4107/step2500_moderate_seed4107_02_refund_status.wav
2500,moderate,4107,2,8,correct,आपके,आपके,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आतकारेल मनललम बिये पांच कार्य दोनों में आपके खाते में तबा कर दिया जाए गए,step_2500/moderate/seed_4107/step2500_moderate_seed4107_02_refund_status.wav
